GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1005111,110009485191,2023,WARBASSE HOUSES & POWER PLANT,2701 WEST 6TH STREET,BROOKLYN,NY,11224,KINGS COUNTY,AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC,2800 West 5Th Street,Brooklyn,NY,11224,100,221112
1005113,110071160142,2023,Springfield Gas System,1311 R. W. Gordon Drive,Springfield,TN,37172,ROBERTSON COUNTY,CITY OF SPRINGFIELD TENNESSEE,405 North Main Street,Springfield,TN,37172,100,221210
1005114,110000449337,2023,COLUMBIAN CHEMICALS CO - NORTH BEND PLANT,370 COLUMBIAN CHEMICALS LN,CENTERVILLE,LA,70522,ST. MARY PARISH,BIRLA CARBON USA INC,1800 W Oak Commons Court,Marietta,GA,30062,100,325180
1005115,110022523045,2023,COMMONWEALTH AGRI-ENERGY LLC,4895 PEMBROKE RD,HOPKINSVILLE,KY,42240,CHRISTIAN COUNTY,HOPKINSVILLE ELEVATOR CO,1040 Skyline Drive,Hopkinsville,KY,42241,100,325193
1005116,110068961225,2023,Hibbing Taconite Company,4950 County Highway 5 North,Hibbing,MN,55746,ST. LOUIS COUNTY,US STEEL CORP,600 Grant Street,Pittsburgh,PA,15219,14.7,212210
1005116,110068961225,2023,Hibbing Taconite Company,4950 County Highway 5 North,Hibbing,MN,55746,ST. LOUIS COUNTY,CLEVELAND-CLIFFS INC,"200 Public Square, Suite 3300",Cleveland,OH,44114,85.3,212210
1005117,110071160143,2023,Hamm Sanitary Landfill,16984 3rd Street,LAWRENCE,KS,66044,JEFFERSON COUNTY,SUMMIT MATERIALS INC,"1550 Wynkoop St., Suite 300",Denver,CO,80202,100,562212
1005119,110064634098,2023,SIDNEY SUGARS INCORPORATED,35140 County Road 125,SIDNEY,MT,59270,RICHLAND COUNTY,AMERICAN CRYSTAL SUGAR CO,101 North 3Rd Street,Moorhead,MN,56560,100,311313
1005121,110043569821,2023,Libbey Glass Inc.,940 Ash Street,Toledo,OH,43697,LUCAS COUNTY,LIBBEY INC,300 Madison Ave.,Toledo,OH,43604,100,327212
1005123,110020857134,2023,S D WARREN CO,89 CUMBERLAND STREET,WESTBROOK,ME,04092,CUMBERLAND COUNTY,SAPPI NORTH AMERICA INC,225 Franklin Street,Boston,MA,02109,100,322220
1005125,110000540317,2023,CALUMET SHREVPORT REFINING LLC,3333 MIDWAY STREET,SHREVEPORT,LA,71109,CADDO PARISH,CALUMET SPECIALTY PRODUCTS PARTNERS LP,"2780 Waterfront Parkway East Dr., Suite 200",Indianapolis,IN,46214,100,324110
1005126,110009971977,2023,"BIRLA CARBON USA, Inc.",3500 SOUTH ROAD S,ULYSSES,KS,67880,GRANT COUNTY,BIRLA CARBON USA INC,1800 W Oak Commons Court,Marietta,GA,30062,100,325180
1005127,110000458406,2023,NORIT AMERICAS INC,3200 UNIVERSITY AVE.,MARSHALL,TX,75670,HARRISON COUNTY,NORIT AMERICAS INC,3200 University Ave.,Marshall,TX,75670,100,325998
1005128,110000606808,2023,NORIT AMERICAS INC,"1432 6th Street, MAIP",PRYOR,OK,74361,MAYES COUNTY,NORIT AMERICAS INC,1432 6TH ST MAIP,PRYOR,OK,74361,100,325998
1005132,110012818497,2023,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,700 Coke Plant Road,CHALMETTE,LA,70043,ST. BERNARD PARISH,RAIN CII CARBON LLC,1330 Greengate Drive suite 300,Covington,LA,70433,100,324199
1005136,110038498792,2023,UMASS PHYSICAL PLANT BUILDING,360 CAMPUS CENTER WAY,AMHERST,MA,01003,HAMPSHIRE COUNTY,UNIVERSITY OF MASSACHUSETTS,360 Campus Center Way,Amherst,MA,01003,100,611310
1005137,110056321822,2023,GASTON COUNTY LANDFILL,3155 PHILADELPHIA CHURCH RD,DALLAS,NC,28034,GASTON COUNTY,GASTON COUNTY GOVERNMENT,128 West Main Avenue,Gastonia,NC,28053,100,562212
1005138,110043799609,2023,Alamance County Landfill,2701 Austin Quarter Rd.,Graham,NC,27253,ALAMANCE COUNTY,COUNTY OF ALAMANCE NORTH CAROLINA,2701 Austin Quarter Road,Graham,NC,27253,100,562212
1005140,110061709218,2023,Gwinville (SESH) Compressor Station,242 Parkman Cemetery Road,New Hebron,MS,39140,LAWRENCE COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,50,486210
1005140,110061709218,2023,Gwinville (SESH) Compressor Station,242 Parkman Cemetery Road,New Hebron,MS,39140,LAWRENCE COUNTY,ENBRIDGE (US) INC,5400 Westheimer CT,Houston,TX,77056,50,486210
1005143,110071159973,2023,"Jo-Carroll Energy, Inc.",793 U.S. Route 20 West,Elizabeth,IL,61028,JO DAVIESS COUNTY,JO-CARROLL ENERGY INC(NFP),793 Us Route 20 West; Po Box 390,Elizabeth,IL,61028,100,221122
1005146,110000591413,2023,ROBARDS PROCESSING - TYSON CHICKEN INC.,14660 HIGHWAY 41 SOUTH,ROBARDS,KY,42452,HENDERSON COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100,311615
1005149,110000594642,2023,AL CORN CLEAN FUEL,797 5th Street,CLAREMONT,MN,55924,DODGE COUNTY,AL-CORN CLEAN FUEL,797 5th Street,Claremont,MN,55924,100,325193
1005150,110000475904,2023,CARLTON FORGE WORKS,7743 E. ADAMS ST.,PARAMOUNT,CA,90723,LOS ANGELES COUNTY,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,100,332112
1005155,110071160146,2023,COLONIE - TOWN LANDFILL,4 Arrowhead Lane,Cohoes,NY,12047,ALBANY COUNTY,TOWN OF COLONIE NEW YORK,347 Niskayuna Road,Latham,NY,12110,100,562212
1005156,110000490870,2023,SOLVAY CHEMICALS INC,3500 INDUSTRIAL WAY,LONGVIEW,WA,98632,COWLITZ COUNTY,SOLVAY HOLDING INC,504 Carnegie Center,Princeton,NJ,08540,100,325180
1005158,110071160880,2023,Arecibo Landfill,"Carr. PR-682 Interior, Sector Garrochales, Bo. Factor II",Arecibo,PR,00612,ARECIBO MUNICIPIO,MUNICIPALITY OF ARECIBO,P.O. Box 1086,Arecibo,PR,00613-1086,100,562212
1005159,110000516399,2023,SNG Plant,91-390 Kauhi Street,Kapolei,HI,96707,HONOLULU COUNTY,AMF HAWAII INVESTMENTS HOLDINGS LLC,"745 Fort Street, 18th Floor",Honolulu,HI,96813,100,221210
1005160,110071161062,2023,WEST TENNESSEE PUBLIC UTILITY DISTRICT,14055 PARIS STREET,HUNTINGDON,TN,38344,CARROLL COUNTY,WEST TENNESSEE PUBLIC UTILITY DISTRICT OF WEAKLEY CARROLL &  BENTON COUNTIES TENNESSEE,14055 Paris Street,Huntingdon,TN,38344,100,221210
1005161,110071160147,2023,Guaynabo Landfill,"Carr. PR-1, hacia Carr. PR-834, Sector La Muda",Guaynabo,PR,00969,GUAYNABO MUNICIPIO,MUNICIPALITY OF GUAYNABO,Apartado 7885,Guaynabo,PR,00970,100,562920
1005162,,2023,LPG Supply & Distribution,91-239 Kuhela Street,Kapolei,HI,96707,,AMF HAWAII INVESTMENTS HOLDINGS LLC,"745 Fort Street, 18th Floor",Honolulu,HI,96813,100,221210
1005163,110016755304,2023,NORTH STAR BLUESCOPE STEEL LLC *,6767 COUNTY ROAD 9,DELTA,OH,43515,FULTON COUNTY,BLUESCOPE STEEL INVESTMENTS INC 2,1540 Genessee Street,Kansas City,MO,64102,20,331110
1005163,110016755304,2023,NORTH STAR BLUESCOPE STEEL LLC *,6767 COUNTY ROAD 9,DELTA,OH,43515,FULTON COUNTY,BLUESCOPE STEEL INVESTMENTS INC 3,1540 Genessee Street,Kansas City,MO,64102,30,331110
1005163,110016755304,2023,NORTH STAR BLUESCOPE STEEL LLC *,6767 COUNTY ROAD 9,DELTA,OH,43515,FULTON COUNTY,BLUESCOPE STEEL INVESTMENTS INC,1540 Genessee Street,Kansas City,MO,64102,50,331110
1005164,110065171502,2023,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",28590 Highway 119,TUPMAN,CA,93276,KERN COUNTY,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211130
1005165,110011073391,2023,PINE RIDGE SANITARY LANDFILL,520 MURPHY ROAD,MERIDIAN,MS,39301,LAUDERDALE COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100,562212
1005167,110043787961,2023,Energy Center Harrisburg LLC,100 North 10th Street,Harrisburg,PA,17101,DAUPHIN COUNTY,CORDIA LLC,"1 East Washington Street, Suite 430",Phoenix,AZ,85004,100,221112
1005168,,2023,Gallatin Public Utilities,239 Hancock Street,Gallatin,TN,37066,,CITY OF GALLATIN TENNESSEE,132 West Main Street,Gallatin,TN,37066,100,221210
1005170,110056955120,2023,Green Plains Madison LLC,395 BISSELL ST,MADISON,IL,62060,MADISON COUNTY,GREEN PLAINS INC,1811 Aksarben Drive,Omaha,NE,68106,100,325193
1005172,110063629239,2023,"COVANTA BRISTOL, INC",170 ENTERPRISE DRIVE,BRISTOL,CT,06010,HARTFORD COUNTY,COVANTA HOLDING CORP,445 South Street,Morristown,NJ,07960,100,562213
1005175,110007385551,2023,AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,0.25 MILES W OF,DUKE,OK,73532,JACKSON COUNTY,EAGLE MATERIALS INC,"5960 Berkshire Lane, Suite 900",Dallas,TX,75225,100,327420
1005179,110009023065,2023,COVANTA HAVERHILL INC,100 RECOVERY WAY,HAVERHILL,MA,01835,ESSEX COUNTY,COVANTA HOLDING CORP,445 South Street,Morristown,NJ,07960,100,562213
1005181,110071160775,2023,Keystone Gas Plant,,Kermit,TX,79745,WINKLER COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1005184,110071162512,2023,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,,PRUDHOE BAY,AK,99734,NORTH SLOPE BOROUGH,ALYESKA PIPELINE SERVICE CO,3700 Centerpoint Drive,Anchorage,AK,99503,100,486110
1005185,110071160151,2023,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 3,,PRUDHOE BAY,AK,99734,NORTH SLOPE BOROUGH,ALYESKA PIPELINE SERVICE CO,3700 Centerpoint Drive,Anchorage,AK,99503,100,486110
1005187,110071160777,2023,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 4,,PRUDHOE BAY,AK,99734,NORTH SLOPE BOROUGH,ALYESKA PIPELINE SERVICE CO,3700 Centerpoint Drive,Anchorage,AK,99503,100,486110
1005190,110000583574,2023,IPSCO KOPPEL TUBULARS CORP KOPPEL WORKS,6403 6TH STREET,KOPPEL,PA,16136,BEAVER COUNTY,MAVERICK TUBE CORP,2200 W Loop S #800,Houston,TX,77027,100,331110
1005197,110009989904,2023,PROGRESS RAIL LOCOMOTIVE INC,9301 WEST 55TH STREET,MCCOOK,IL,60525,COOK COUNTY,CATERPILLAR INC,"510 Lake Cook Road, Suite 100",Deerfield,IL,60015,100,336510
1005198,110000461134,2023,TPC GROUP LLC,8600 PARK PLACE BOULEVARD,HOUSTON,TX,77017,HARRIS COUNTY,SK CAPITAL PARTNERS LP,"430 Park Avenue, 18Th Floor",New York,NY,10022,100,325110
1005201,110071161058,2023,City of Lawrenceville,70 South Clayton Street,Lawrenceville,GA,30046,GWINNETT COUNTY,CITY OF LAWRENCEVILLE GEORGIA,70 South Clayton Street,Lawrenceville,GA,30045,100,221210
1005202,110070072012,2023,"Versum Materials US, LLC",357 MARIAN AVENUE,TAMAQUA,PA,18252,SCHUYLKILL COUNTY,VERSUM MATERIALS INC,8555 S. River Parkway,Tempe,AZ,85284,100,325120
1005207,110000465862,2023,PYCO INDUSTRIES AVENUE A FACILITY,2901 AVENUE A,LUBBOCK,TX,79404,LUBBOCK COUNTY,PYCO INDUSTRIES INC,2901 Ave A,Lubbock,TX,79404,100,311224
1005209,110071159194,2023,SOUTHERN CALIFORNIA GAS CO End User Emissions (LDC),555 WEST 5TH STREET,LOS ANGELES,CA,90013,LOS ANGELES COUNTY,SEMPRA ENERGY ,488 8th Avenue,San Diego,CA,92101,100,221210
1005210,110007194847,2023,SILAS RAY POWER PLANT,94 W. 13th Street,BROWNSVILLE,TX,78520,CAMERON COUNTY,PUBLIC UTILITIES BOARD OF THE CITY OF BROWNSVILLE TEXAS,1425 Robinhood Street,Brownsville,TX,78521,100,221112
1005211,110043808564,2023,Delta Air Lines Inc.- Atlanta Operations,1020 Delta Blvd,Atlanta,GA,30354,FULTON COUNTY,DELTA AIR LINES INC,1030 Delta Boulevard,Atlanta,GA,30354,100,481111
1005213,110009023065,2023,HAVERHILL LANDFILL,100 RECOVERY WAY,HAVERHILL,MA,01835,ESSEX COUNTY,COVANTA HOLDING CORP,445 South Street,Morristown,NJ,07960,100,562212
1005214,110001367191,2023,DECATUR HILLS INCORPORATED,2090 SOUTH CR 280 EAST,GREENSBURG,IN,47240,DECATUR COUNTY,600 LAND INC,5300 Miller Rd,Kalamazoo,MI,49048,100,562212
1005215,110071160778,2023,Mivida Treater Plant,,Barstow,TX,79719,WARD COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,211130
1005217,110032965548,2023,WESTERN NEW YORK ENERGY LLC,4141 BATES RD,MEDINA,NY,14103,ORLEANS COUNTY,WESTERN NEW YORK ENERGY LLC,4141 Bates Road,Medina,NY,14103,100,325193
1005220,110000410314,2023,LEPRINO FOODS Allendale,4700 RICH ST.,ALLENDALE,MI,49401,OTTAWA COUNTY,LEPRINO FOODS CO,1830 W. 38 Th Ave,Denver,CO,80211,100,311513
1005225,110071087665,2023,CASPER BALEFILL,1886 N. STATION ROAD,CASPER,WY,82601,NATRONA COUNTY,CITY OF CASPER WYOMING,200 North David Street,Casper,WY,82601,100,562212
1005234,110071161024,2023,"Kennecott Utah Copper, LLC",4700 Daybreak Parkway,South Jordan,UT,84095,SALT LAKE COUNTY,RIO TINTO AMERICA INC,4700 Daybreak Parkway,South Jordan,UT,84009,100,212230
1005235,110001994272,2023,ANR Pipeline Brownsville CS,70 Pumping Station Road,Brownsville,TN,38012,HAYWOOD COUNTY,TRANSCANADA PIPELINE USA LTD,700 Louisiana St,Houston,TX,77002,100,486210
1005237,110071162087,2023,"Vernon Public Utilities, Gas Municipal Utility",4305 Santa Fe Avenue,Vernon,CA,90058,LOS ANGELES COUNTY,CITY OF VERNON CALIFORNIA,4305 South Santa Fe Avenue,Vernon,CA,90058,100,221210
1005238,110012665419,2023,ANR Pipeline Greenville CS,1336 South Raceway Road,Greenville,MS,38703,WASHINGTON COUNTY,TRANSCANADA PIPELINE USA LTD,700 Louisiana St,Houston,TX,77002,100,486210
1005240,110071161294,2023,"Entergy New Orleans, LLC Gas Business",3700 Tulane Ave,New Orleans,LA,70119,ORLEANS PARISH,ENTERGY CORP,"639 Loyola Ave, Suite 300",New Orleans,LA,70113,100,221210
1005241,110013970621,2023,Weleetka Power Station,,Weleetka,OK,74880,OKFUSKEE COUNTY,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1005242,110003227936,2023,ANR Pipeline Madisonville CS,7500 Nebo Road,Madisonville,KY,77002,HOPKINS COUNTY,TRANSCANADA PIPELINE USA LTD,700 Louisiana St,Houston,TX,77002,100,486210
1005243,110006178331,2023,ANR Pipeline Patterson CS,3609 Highway 90,PATTERSON,LA,70392,ST. MARY PARISH,TRANSCANADA PIPELINE USA LTD,700 Louisiana St,Houston,TX,77002,100,486210
1005244,110064176396,2023,ANR Pipeline Sardis CS,2099 Holly Grove Road,Sardis,MS,38666,PANOLA COUNTY,TRANSCANADA PIPELINE USA LTD,700 Louisiana St,Houston,TX,77002,100,486210
1005245,110006765134,2023,ANR Pipeline Celestine CS,146 S. Celestine South,Celestine,IN,47521,DUBOIS COUNTY,TRANSCANADA PIPELINE USA LTD,700 Louisiana St,Houston,TX,77002,100,486210
1005253,110070072188,2023,JUNIPER RIDGE LANDFILL,2828 BENNOCH RD,OLD TOWN,ME,04468,PENOBSCOT COUNTY,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005254,110024357088,2023,SOUTHBRIDGE RECYCLING & DISPOSAL PARK,165 BAREFOOT RD,SOUTHBRIDGE,MA,01550,WORCESTER COUNTY,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005255,110004102328,2023,NORTH COUNTRY ENVIRONMENTAL SERVICES INC,581 TRUDEAU ROAD,BETHLEHEM,NH,03574,GRAFTON COUNTY,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005256,110071161948,2023,PACIFIC GAS AND ELECTRIC COMPANY,77 BEALE STREET,SAN FRANCISCO,CA,94105,SAN FRANCISCO COUNTY,PG&E CORP,77 Beale Street,San Francisco,CA,94105,100,221210
1005257,110071160321,2023,ONTARIO CO LANDFILL,1879 ST RTE 5 & 20,STANLEY,NY,14561,ONTARIO COUNTY,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005258,110019781814,2023,HYLAND LANDFILL,6653 HERDMAN RD,ANGELICA,NY,14709,ALLEGANY COUNTY,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005259,110004316348,2023,CLINTON COUNTY REGIONAL LANDFILL,286 SAND RD,MORRISONVILLE,NY,12962,CLINTON COUNTY,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005261,110006537051,2023,NEWSVT LANDFILL,21 Landfill Lane,Coventry,VT,05855,ORLEANS COUNTY,CASELLA WASTE SYSTEMS INC,25 Green Hill Lane,Rutland,VT,05701,100,562212
1005263,110000863584,2023,FLORIM USA INC,300 INTERNATIONAL BLVD.,CLARKSVILLE,TN,37040,MONTGOMERY COUNTY,FLORIM USA INC,300 International Boulevard,Clarksville,TN,37040,100,327120
1005264,110071198049,2023,DARTMOUTH COLLEGE HEATING PLANT,MCKENZIE HALL 6111,HANOVER,NH,03755,GRAFTON COUNTY,TRUSTEES OF DARTMOUTH COLLEGE,7 Lebanon Street,Hanover,NH,03755,100,611310
1005265,110001093165,2023,Hawaiian Commercial and Sugar Company,1 HANSEN ROAD,PUUNENE,HI,96784,MAUI COUNTY,ALEXANDER & BALDWIN INC,822 Bishop Street,Honolulu,HI,96813,100,531120
1005266,110043812318,2023,WM - Tekoi Landfill,99 Skull Valley Road,Dugway,UT,84022,TOOELE COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100,562212
1005267,110071162475,2023,CHUGACH - BELUGA RIVER POWER PLANT,,Beluga,AK,99695,KENAI PENINSULA BOROUGH,CHUGACH ELECTRIC ASSOC INC,5601 Electron Drive,Anchorage,AK,99518,100,221112
1005268,110071159792,2023,BERNICE LAKE,55244 CHEVRON REFINERY ROAD,NIKISKI,AK,99635,KENAI PENINSULA BOROUGH,HOMER ELECTRIC ASSOC INC,3977 Lake Street,Homer,AK,99603,100,221112
1005270,110043793393,2023,RUMPKE OF KENTUCKY INC,30 LARISON RD,JEFFERSONVILLE,KY,40337,MONTGOMERY COUNTY,RUMPKE CONSOLIDATED COS INC,3990 Generation Drive,Cincinnati,OH,45251,100,562212
1005271,110043784009,2023,RUMPKE OF KENTUCKY INC,1374 BRYAN GRIFFIN ROAD,BUTLER,KY,41006,PENDLETON COUNTY,RUMPKE CONSOLIDATED COS INC,3990 Generation Drive,Cincinnati,OH,45251,100,562212
1005272,,2023,"BP Lubricants USA, Inc",1500 Valley Road,Wayne,NJ,07470,,BP AMERICA INC,"4101 Winfield Road, Suite 200",Warrenville,IL,60555,100,324191
1005274,110060508909,2023,Wayne County Landfill,460B South Landfill Road,Dudley,NC,28333,WAYNE COUNTY,COUNTY OF WAYNE NORTH CAROLINA,134 N. John Street,Goldsboro,NC,27533,100,562212
1005276,110000910453,2023,NORTHSHORE MINING CO - SILVER BAY,10 OUTER DRIVE,SILVER BAY,MN,55614,LAKE COUNTY,CLEVELAND-CLIFFS INC,"200 Public Square, Suite 3300",Cleveland,OH,44114,100,212210
1005277,110070736008,2023,NORTHEASTERN UNIVERSITY,360 HUNTINGTON AVENUE,BOSTON,MA,02115,SUFFOLK COUNTY,NORTHEASTERN UNIVERSITY,360 Huntington Avenue,Boston,MA,02115,100,611310
1005280,110008772809,2023,LYON COUNTY,2025 - 200TH Avenue,LYND,MN,56157,LYON COUNTY,COUNTY OF LYON MINNESOTA,607 West Main Street,Marshall,MN,56258,100,562212
1005281,110060932512,2023,BI-COUNTY SOLID WASTE MANAGEMENT SYSTEMS,3212 Dover Road,Woodlawn,TN,37191,MONTGOMERY COUNTY,MONTGOMERY COUNTY GOVERNMENT,1 Millenium Plaza,Clarksville,TN,37040,100,562212
1005282,110039636196,2023,"NE MS SW MGT AUTHORITY, NE MS REG LF",2941 COUNTY ROAD 302,WALNUT,MS,38683,TIPPAH COUNTY,NORTHEAST MISSISSIPPI SOLID WASTE MANAGEMENT AUTHORITY,2941 County Road 302,Walnut,MS,38683,100,562212
1005283,110006034727,2023,SSAB ALABAMA INCORPORATED,12400 HIGHWAY 43 NORTH,AXIS,AL,36505,MOBILE COUNTY,SSAB US HOLDING INC,"11 N. Water Street, Suite 17000",Mobile,AL,36602,100,331110
1005284,110000427020,2023,AGRI ENERGY LLC,502 SOUTH WALNUT AVENUE,LUVERNE,MN,56156,ROCK COUNTY,GEVO INC,"345 Inverness Drive South Building C, Suite 310",Englewood,CO,80112,100,325199
1005285,110071160149,2023,Fayetteville Public Utilities,408 College Street West,Fayetteville,TN,37334,LINCOLN COUNTY,CITY OF FAYETTEVILLE TENNESSEE,110 Elk Ave South,Fayetteville,TN,37334,100,221210
1005286,110000386699,2023,Howmet Aerospace Inc. - Cleveland Works,1600 HARVARD AVENUE,CUYAHOGA HEIGHTS,OH,44105,CUYAHOGA COUNTY,HOWMET AEROSPACE INC,201 Isabella St Suite 200,Pittsburgh,PA,15212,100,332112
1005287,110041485862,2023,LOYOLA UNIVERSITY MEDICAL CENTER,2160 S FIRST AVE,MAYWOOD,IL,60153,COOK COUNTY,TRINITY HEALTH CORP,2160 S. First Ave.,Maywood,IL,60153,100,622110
1005291,110071160571,2023,Monroe Natural Gas System,2201 Walkup Ave,MONROE,NC,28110,UNION COUNTY,CITY OF MONROE NORTH CAROLINA,P.O. Box 69,Monroe,NC,28111,100,221210
1005292,110000432504,2023,STEPAN CO,22500 WEST MILLSDALE ROAD,ELWOOD,IL,60421,WILL COUNTY,STEPAN CO,1135 Skokie Blvd,Northbrook,IL,60062,100,325613
1005293,110000850945,2023,NEENAH PAPER INC - WHITING MILL,3243 WHITING ROAD,STEVENS POINT,WI,54481,PORTAGE COUNTY,NEENAH INC,2460 Preston Ridge Road,Alpharetta,GA,30005,100,322120
1005294,110070834615,2023,UNITED TACONITE LLC - FAIRLANE PLANT,8470 Townline Road,FORBES,MN,55738,ST. LOUIS COUNTY,CLEVELAND-CLIFFS INC,"200 Public Square, Suite 3300",Cleveland,OH,44114,100,212210
1005295,110060497298,2023,CENTRAL SANITARY LANDFILL,7091 CENTRAL SITE LANE,NEWARK,MD,21841,WORCESTER COUNTY,WORCESTER COUNTY DEPARTMENT OF PUBLIC WORKS,6113 Timmons Road,Snow Hill,MD,21863,100,562212
1005297,110071161468,2023,KEPLER PROCESSING CO POCAHONTAS NO 51 COAL PREP PLANT,,PINEVILLE,WV,24874,WYOMING COUNTY,ALPHA METALLURGICAL RESOURCES INC,340 Martin Luther King Jr Blvd,Bristol,TN,37620,100,212115
1005298,110000424452,2023,Gerdau Ameristeel: St. Paul Mill,1678 RED ROCK ROAD,SAINT PAUL,MN,55119,RAMSEY COUNTY,GERDAU USA INC,4221 W. Boy Scout Blvd.,Tampa,FL,33607,100,332811
1005299,110041040922,2023,CAROLINA STALITE COMPANY,16815 OLD BEATTYS FORD RD.,GOLD HILL,NC,28071,ROWAN COUNTY,CAROLINA STALITE CO LTD PTNR,205 Klumac Rd.,Salisbury,NC,28145,100,327992
1005300,110013955997,2023,Livingston Landfill,6241 Massey Road,Spotsylvania,VA,22551,SPOTSYLVANIA COUNTY,SPOTSYLVANIA COUNTY,P.O. BOX 99,SPOTSYLVANIA,VA,22553,100,562212
1005301,110071160156,2023,City of Westfield Gas & Electric Light Department,100 Elm Street,Westfield,MA,01085,HAMPDEN COUNTY,CITY OF WESTFIELD MASSACHUSETTS,59 Court Street,Westfield,MA,01085,100,221210
1005302,110056963451,2023,LONE STAR INDUSTRIES INC,3301 SOUTH COUNTY ROAD 150 W,GREENCASTLE,IN,46135,PUTNAM COUNTY,RC LONESTAR INC,"100 Brodhead Road, Suite 230",Bethlehem,PA,18017,100,327310
1005305,110071160572,2023,MIAMI UNIVERSITY (1409090081),101 South Fisher Drive,OXFORD,OH,45056,BUTLER COUNTY,MIAMI UNIVERSITY,501 E. High Street,Oxford,OH,45056,100,611310
1005306,110006529729,2023,Valero Lakota Plant,1660 428TH STREET,LAKOTA,IA,50451,KOSSUTH COUNTY,VALERO ENERGY CORP,1 Valero Way,San Antonio,TX,78249,100,325193
1005307,110071160176,2023,CLEMSON UNIVERSITY,280 Seneca Creek Road,Seneca,SC,29678,PICKENS COUNTY,STATE OF SOUTH CAROLINA,1205 Pendleton Street,Columbia,SC,29201,100,611310
1005308,110000481933,2023,Searles Valley Minerals,13200 Main Street,Trona,CA,93562,SAN BERNARDINO COUNTY,KARNAVATI HOLDINGS INC,"9401 Indian Creek Parkway, Suite 1000",Overland Park,KS,66210,100,212390
1005310,110071162472,2023,AES - PUERTO RICO COGENERATION PLANT,"KM 142, RTE. #3 BO. JOBOS",GUAYAMA,PR,00785,GUAYAMA MUNICIPIO,AES CORP,4300 Wilson Boulevard,Arlington,VA,22203,100,221112
1005312,110000373998,2023,PMC BIOGENIX INC,1231 POPE STREET,MEMPHIS,TN,38108,SHELBY COUNTY,PMC GROUP INC,1288 Route 73 South,Mount Laurel,NJ,08054,100,325199
1005313,110042374720,2023,CENTRAL MAUI LANDFILL REFUSE & RECYCLING CENTER,1 PULEHU ROAD,PUUNENE,HI,96784,MAUI COUNTY,COUNTY OF MAUI HAWAII,"2200 Main Street, Suite 225",Wailuku,HI,96739,100,562212
1005314,110001360312,2023,SAVANNAH-DEAN FOREST ROAD LANDFILL,1327 DEAN FOREST RD,SAVANNAH,GA,31405,CHATHAM COUNTY,CITY OF SAVANNAH SANITATION BUREAU,1327 Dean Forest Road,Savannah,GA,31405,100,924110
1005316,110054207443,2023,CLINT LANDFILL,2300 DARRINGTON RD.,EL PASO,TX,79928,EL PASO COUNTY,CITY OF EL PASO TEXAS,300 N Campbell Street,El Paso,TX,79901,100,562212
1005318,110071161060,2023,CITY OF CONWAY LANDFILL & MRF,4550 64 HWY W,CONWAY,AR,72032,CONWAY COUNTY,CITY OF CONWAY ARKANSAS,1201 Oak Street,Conway,AR,72033,100,562212
1005319,110014015680,2023,NORTHEAST ARKANSAS REGIONAL SOLID WASTE MANAGEMENT DISTRICT,1810 GREENE 890 RD,PARAGOULD,AR,72450,GREENE COUNTY,NORTHEAST ARKANSAS SOLID WASTE DISTRICT,1810 Greene 890 Road,Paragould,AR,72450,100,562212
