company,ticker,year,text
XOM,XOM,2024,"""affordable, reliable, leading returns on the quality jobs, operates for personal and and lower-emission capital entrusted to safely with care for professional growth, energy and products. us – today, tomorrow, the environment, and with safe, impactful and into the future. invests to address work for an entire socioeconomic career. challenges. Putting our values to work We hold our people to the highest ethical standards and expect them to do what’s right – across the company and throughout our"""
XOM,XOM,2024,"""sustainability focus areas. Integrity is first among our core Our Operations Integrity Management System (OIMS) values for a reason. shows our people how. It sets clear standards supported by processes that help us manage risks everywhere we work – from remote environments to vibrant communities. ExxonMobil’s core values INTEGRITY EXCELLENCE COURAGE CARE RESILIENCE Be honest and Hold ourselves to Take initiative and Be respectful and Be determined ethical high standards make a difference"""
XOM,XOM,2024,"""inclusive and persevere Do what is right Be thoughtful, Think boldly Look after Be purposeful thorough and and act with each other and steadfast in disciplined conviction our principles Contribute to Take personal the well-being of ownership our communities and the environment ExxonMobil | 2025 Sustainability Report 3 Pursuing environmental excellence As a global company, our environmental story is as diverse and complex as the ~60 countries we live and work in around the world. Our Advancing"""
XOM,XOM,2024,"""Climate Solutions report details our approach to reducing emissions. And that’s just part of the story. We do far more every day to pursue environmental excellence: Caring for land and biodiversity Reducing potential impacts on ecosystems and protecting the value they provide to nature and people. Conserving water resources Safeguarding water resources by prudently managing and monitoring our water use – with a focus on the quality and supply of freshwater. Improving air quality Meeting or"""
XOM,XOM,2024,"""exceeding regulatory requirements and working to reduce nitrogen oxides (NOx), sulfur oxides (SOx), and volatile organic compounds (VOCs). Minimizing operational waste Incorporating best practices to manage and treat waste. We look for ways to avoid waste entirely or recover, recycle, and reuse it when possible. How have we turned these four environmental focus areas into results? We have: Worked with Tandem Used recycled Reduced reportable Diverted from landfill Global (formerly produced,"""
XOM,XOM,2024,"""brackish emissions of NOx, >95% of waste Wildlife Habitat or reclaimed sources SOx, and VOCs from produced in our global Council) on land and to supply 98% of the 2016 to 2024 by network of lubricants habitat conservation water in our Permian ~25%.3 blending and packaging for >30 years. Basin hydraulic plants in 2023 and fracturing operations in 2024. 2024.2 Helping people thrive around the world Everyone needs reliable energy – to heat their homes, cook their meals, and improve their quality of"""
XOM,XOM,2024,"""life. That’s why we’re working to lead in an energy transition that will: • Provide solutions that support people around the world. • Lower greenhouse gas emissions. • Manage potential impacts. ExxonMobil | 2025 Sustainability Report 4 Supporting our workforce, respecting human rights, and driving local growth We have a century-old legacy of growing local economies, supporting communities, develop- ing our workforce, and maintaining a constant focus on keeping people safe. Our core values and We"""
XOM,XOM,2024,"""are ExxonMobil leadership culture have led the way. Everyone at ExxonMobil plays a role We expect our employees to be respectful and inclusive, to care for each other, and to contribute to the well-being of our communities and the environment. Our Investing in People report describes how we develop our workforce to make this happen. We focus on personnel safety and are determined to build a working environment where Nobody Gets Hurt. Our Operations Integrity Management System helps our people do"""
XOM,XOM,2024,"""their part in process safety for the security and health of our employees, contractors, and others. ExxonMobil | 2025 Sustainability Report 5 The numbers tell a powerful story 0.02 Safety industry-leading lost-time incident rate (LTIR) per 200,000 work hours in 2023 – maintained our 0.02 LTIR in 2024.4 0 high-consequence product stewardship-related incidents in our Fuels, Lubricants, and Chemicals businesses again in 2024. 1 1 # # Employees most attractive U.S. energy energy company for"""
XOM,XOM,2024,"""engineering company for engineering students students in countries with large for 12th consecutive year.5 ExxonMobil footprint.5 30 12 ~ > K year average length of service for internal job rotations per year in retiring employees. support of development plans. 200 1.6 39 Community $ M $ B ~$ M in worldwide giving contributed to education to science, technology, in 2024.6 around the world from 2000 engineering, and to 2024.7 mathematics (STEM) education in 2024 alone.7 ExxonMobil | 2025"""
XOM,XOM,2024,"""Sustainability Report 6 Doing what’s right Our core values don’t stop at our door. Our Standards of ways that make the most sense for the local culture. Business Conduct demonstrate our commitment to be a Every community has a unique culture and history, and we good corporate citizen in the places we operate around the believe everyone deserves to be treated fairly. world. We work to promote inclusive sourcing open to all. We seek Respecting human rights is important to the well-being of to work"""
XOM,XOM,2024,"""with qualified suppliers that share our commitment our communities. It’s embedded into our policies, processes, to respecting human rights and working to reduce impacts and due diligence practices. We also provide access to to the environment. remedy and channels for people to engage with us — in Here is a snapshot: $6.8 >$129 ~ B M in annual spend with diverse invested to help community-based suppliers in the United States.8 and global partners implement programs that benefit women. Other ways"""
XOM,XOM,2024,"""we make an impact Notably, we’re helping to meet the increasing demand for products that play critical roles in hygiene, food preservation, personal safety, transportation, and much more. And we’re working to expand the plastics life cycle through advanced recycling, allowing us to help address the global plastic waste challenge and make valuable products from discarded materials. 1 pounds of annual advanced B recycling capacity planned. 80 pounds of plastic waste processed through our Baytown M"""
XOM,XOM,2024,"""advanced recycling facility through December 2024. ExxonMobil | 2025 Sustainability Report 7 This is a glimpse into the meaningful work we do each day – from improving our communities to investing in energy solutions and people. Each of these plays an important role in the communities we serve around the world. We appreciate your interest and invite you to explore our full Sustainability Report on our website. The content and data referenced in this report focus primarily on our operations from"""
XOM,XOM,2024,"""Jan. 1, 2024 – Dec. 31, 2024, unless otherwise indicated. Information regarding some known events or activities in 2025 and historical initiatives from prior years are also included in the report. Footnotes for Executive Summary 1 Using UN HDI data from 2022, we determined that about 4 billion people live below the “modern energy minimum.” That’s far below modern standards of living, which require reliable energy for housing, infrastructure, jobs, and mobility. See our 2024 Global Outlook. 2 In"""
XOM,XOM,2024,"""2024, we acquired Pioneer Natural Resources Company. In our combined Permian Basin operations, recycled produced water includes water from ExxonMobil and other oil & gas operators in the region. Reclaimed water includes treated municipal and industrial wastewater. 3 Air emissions performance data includes recent acquisitions (Denbury data beginning November 2, 2023 and Pioneer data beginning May 3, 2024). 4 ExxonMobil LTIR based on full-year performance data for 2023 and 2024 as of March 12,"""
XOM,XOM,2024,"""2025. Incidents include injuries and illnesses. ExxonMobil workforce includes employees, contractors, and recent acquisitions (Denbury data beginning November 2, 2023, and Pioneer data beginning May 3, 2024). Industry benchmark: The International Association of Oil & Gas Producers (IOGP) safety performance indicators and the American Fuel & Petrochemical Manufacturers (AFPM) Report of Occupational Injuries and Illnesses are the Upstream and Downstream industry benchmarks, respectively. IOGP"""
XOM,XOM,2024,"""safety performance indicators data converted from incidents per 1 million work hours to incidents per 200,000 work hours. ExxonMobil analysis of data published by AFPM and IOGP. 2024 industry data not available at time of publication. Performance data may include rounding. 5 Universum data (www.universumglobal.com). 6 Includes donations from Exxon Mobil Corporation, its divisions and affiliates, the ExxonMobil Foundation, as well as employee and retiree giving through the ExxonMobil’s matching"""
XOM,XOM,2024,"""gift and volunteer programs. 7 Includes donations from ExxonMobil and the ExxonMobil Foundation. 8 Includes direct ExxonMobil spending on Tier 1 suppliers and a select group of Tier 2 suppliers, which includes small business owned, veteran business owned, and other classifications informed by industry reporting guidance. At all times decisions are made based on the best supplier for the need. 2024 data from Pioneer operations not available at time of publication. ExxonMobil | 2025 Sustainability"""
XOM,XOM,2024,"""Report 8 Integrating sustainability into what we do How we achieve our strategic priorities is LLeadership as important as the results. Our directors, OOur governance and business ethics officers, and employees are expected to uunderpin our actions and behaviors. TThis internal leadership drives our observe the highest standards of integrity. Leadership ppolicies, systems, expecations and sstandards. AApplication P SStrategies, capital, innovation and O Ou u r r S S ta t n a d n a d rd a s r o d"""
XOM,XOM,2024,"""f s B o us f i n B e u ss s C in o e n s d s u c C t o in n cl d ud u e c w t hat we call e r fo rm a nce A p pli c ati o n s t p i P s t p i P m o t l e a a p f r k n o f o e s o c r h r u i t n m o a s l n t d a o h c n e u e e r c r a e t e r o r e n e s E g a o x a s u x g o o r e c f n m e g M s e r e a o n a n b t t d i e e l n s a d t a n e b p d v l o e e s t l o o e u c p n s i t e ia ty l . “foundation policies” defining the basis of our conduct EExecution of plans, processes and"""
XOM,XOM,2024,"""worldwide. The Board of Directors has adopted and oversees sstewardship of progress support ddelivery in areas of focus and drive the administration of the Standards, and no one at ExxonMobil ccontinuous improvement. can make exceptions or grant waivers to these policies. Our foundation policies cover aspects of the environment, health, safety, product safety, customer relations, equal trade sanctions, and export controls topics) on an annual or employment opportunity, harassment in the"""
XOM,XOM,2024,"""workplace, and biennial basis. ExxonMobil-specific and other relevant training more. They also define ethical conduct for our company, which is shared with contractors if required to perform contracted includes our values on important matters like human rights, services. In 2024, more than 17,500 employees and contrac- labor, the environment, and anti-corruption. tors participated in relevant training. Our Standards of Business Conduct are a key part of onboarding new employees, and they are"""
XOM,XOM,2024,"""reinforced with employees annually. Wholly owned and majority-owned Corporate governance subsidiaries of Exxon Mobil Corporation generally adopt policies similar to our corporate standards. Our Board of Directors oversees our strategy, Our directors, officers, and employees are required to review providing strong corporate governance and guidance these policies annually and apply them in their work. Employees to management. are regularly required to complete business practices training. And, of"""
XOM,XOM,2024,"""course, we require all employees, officers, directors, Read more. and those working on our behalf to comply with all applicable laws. Employees in relevant job functions receive training on anti- trust, anti-corruption, and trade laws (including anti-boycott, We are ExxonMobil leadership culture The strength of our culture is foundational to our success. The We are ExxonMobil culture framework encompasses our core values and leadership expectations. This framework also outlines key behavioral"""
XOM,XOM,2024,"""skills that apply to all employees. Our culture is built on a strong focus on leadership and key talent systems, including performance assessments, on-the-job experience, and formal training. Through our partnership with the University of Michigan and the University of North Carolina, our leadership programs are designed to help our leaders connect We are ExxonMobil with our strategic priorities and unlock the collective potential of our employees. Nearly half of eligible leaders have"""
XOM,XOM,2024,"""participated, with more to come. ExxonMobil | 2025 Sustainability Report 9 ExxonMobil’s core values INTEGRITY EXCELLENCE COURAGE CARE RESILIENCE Be honest and Hold ourselves to Take initiative and Be respectful and Be determined ethical high standards make a difference inclusive and persevere Do what is right Be thoughtful, Think boldly Look after Be purposeful thorough and and act with each other and steadfast in disciplined conviction our principles Contribute to Take personal the well-being"""
XOM,XOM,2024,"""of our ownership communities and the environment Integrity is first among our core values for a reason. It underpins and regulatory compliance, as well as compliance with company our dedication to uphold the highest ethical standards and to do policy. Confirmed violations can lead to disciplinary actions, up what’s right in all aspects of our business. to and including termination. We encourage employees and contractors to ask questions Regular internal audits and self-assessments help us verify"""
XOM,XOM,2024,"""the and voice concerns, and we insist that alleged violations of strength of our control systems and adherence to our Standards company policies be reported. Our open-door communication of Business Conduct. Our team of internal auditors has access procedures provide formal and informal mechanisms for to all operations, records, personnel, and properties. They employee feedback, including both a mailing address and review our activities and processes on an ongoing basis, and 24-hour hotline for"""
XOM,XOM,2024,"""anonymous reports, among other options. suspected noncompliance is investigated. Maintaining confidentiality to the extent possible is critical, and we have protections in place to prevent retaliation. In addition, our annual supplier communications letter provides Additional resources mechanisms, including phone numbers by region, for feedback from suppliers. Standards of Business Conduct A quarterly summary of reports of suspected violations of the Company’s policies is provided to the Board’s"""
XOM,XOM,2024,"""Audit Committee. Procedures and open-door communications This committee consists of four independent (i.e., non- Proxy Statement employee) directors who help the Board in overseeing financial reporting, accounting, and internal controls. This includes legal Our sustainability focus areas Our 14 Sustainability Focus Areas were developed by analyzing our environmental and social impacts, business strategies, current events, and internal and external stakeholders’ priorities. We believe these focus"""
XOM,XOM,2024,"""areas are most important to both our company and society. We develop strategies, allocate resources, and execute plans to address risks and opportunities within each of them. Delivering Respecting Advancing Caring for Expanding economic human climate land and the plastics benefits rights solutions biodiversity life cycle Minimizing Enhancing Evaluating product Conserving water Progressing operational process benefits with life resources product waste safety cycle assessmentsts safety Improving"""
XOM,XOM,2024,"""Leading in Managing Investing air quality personnel socioeconomic in safety impacts people ExxonMobil | 2025 Sustainability Report 10 Topic selection process The findings of our topic selection process inform the To select our topics, we also analyze peer and industry development of this Sustainability Report. reporting, regulations, and media to gain data-driven insights into strategic, regulatory, and reputational risks and Ipieca is the “global oil and gas association for advancing"""
XOM,XOM,2024,"""opportunities. Inputs include: environmental and social performance across the energy • Peer benchmarking. transition.”1 It refers to important topics as those that, in the view of a company’s management and external parties, have • Review of leading sustainability frameworks – including the potential to significantly affect a company’s sustainability those published by the Global Reporting Initiative, the performance and stakeholder awareness, assessments, or Sustainability Accounting Standards"""
XOM,XOM,2024,"""Board (SASB), and Ipieca. decisions.2 • Regulatory guidance. In 2024, we engaged a third party to refresh our topic selection in line with the Sustainability Reporting Guidance for the Oil • Third-party research. and Gas Industry (4th edition, 2020, revised February 2023) • Internal and external stakeholder engagement. developed by Ipieca, the American Petroleum Institute, and the International Association of Oil & Gas Producers, reaffirming Our Global Operations and Sustainability leadership"""
XOM,XOM,2024,"""reviews the importance of the topics discussed in this report. and validates the results of this topic selection process. 1. Identification 2. Prioritization Validation 3. Current-state assessment Stakeholder input Scoring and analysis Validation Build a comprehensive set of Gather stakeholder input Synthesize research and Validate and present the results, potential priority topics based and associated evidence to develop a result report that socialize internally and develop on peer benchmarking"""
XOM,XOM,2024,"""and support which topics the makes the business case for narrative on selected topics other research company should prioritize managing the selected topics Supporting the United Nations Sustainable Development Goals The United Nations has adopted the Sustainable Development 65% focused on reducing emissions for third parties.3 This Goals (SDGs) to achieve progress on global economic, social, investment also supports our 2030 greenhouse gas emission- and environmental challenges. The goals are"""
XOM,XOM,2024,"""directed at reduction plans.4 governments, but the private sector and civil society play an important role in supporting national plans. We support governments’ efforts to meet the SDGs. For example, our corporate strategy directly supports progress toward SDG 7, “Affordable and Clean Energy.” To meet the UN’s goal to “end poverty in all its forms everywhere,” providing for basic energy needs is a must. As described in our Global Outlook, about 4 billion around the world live below ExxonMobil"""
XOM,XOM,2024,"""Product Solutions supports progress toward what we call the “modern energy minimum” of 50 million SDG12, ”Responsible Consumption and Production” by British thermal units per capita per year. When a nation meets providing the plastics that make modern life possible. Our the modern energy minimum, it can: customers use our materials for applications in healthcare and medical equipment, agriculture, food and beverage, and other • Provide universal access to clean cooking. critical areas. We are"""
XOM,XOM,2024,"""advancing infrastructure and technology • Provide universal access to electricity. for collecting, sorting, and processing discarded plastics. In • Eliminate abject poverty. 2024, we announced a $200 million investment to expand our advanced recycling capacity to 500 million pounds – that’s As we continue to help supply the energy products the the weight of about 25 Eiffel Towers. Advanced recycling world needs, we also support progress toward SDG 13, allows for a substantially broader range of"""
XOM,XOM,2024,"""plastic waste to be “Climate Action.” Reducing emissions is the other half of our recycled back into high-value raw materials versus conventional “and” equation. We’re pursuing up to $30 billion in lower- recycling. emission investments from 2025 through 2030 – with about ExxonMobil | 2025 Sustainability Report 11 Communicating progress Lloyd’s Register Quality Assurance Limited provided Our reports reasonable-level assurance for the processes we used to report on Ipieca’s core elements of"""
XOM,XOM,2024,"""safety, health and environment in Global Outlook Investing in People our Sustainability Report. Advancing Climate In addition to our Sustainability Report, we publish Worldwide Giving Report Solutions Report comprehensive reports to provide insight into how we create value through our integrated businesses and how we manage Annual Report Advocacy Report associated risks, opportunities, and impacts. Our systems, expectations, and standards We have built an organizational and governance structure"""
XOM,XOM,2024,"""Our Operations Integrity Management System around our focus areas to ensure top-to-bottom and bottom- (OIMS) establishes expectations, protocols, and guidance that to-top alignment. Our objectives and strategies ensure a apply across all our operations to address risks inherent to our consistent approach across the company, while empowering business, including environmental risks. our business lines to take action and advance our sustainability Each element of OIMS contains overarching"""
XOM,XOM,2024,"""objectives, specific priorities. expectations, and detailed processes for implementation. Across our global operations, we apply rigorous management The OIMS framework is applied across ExxonMobil, and we systems to identify, track, and report performance metrics. monitor the performance of our operated and non-operated These systems help us comply with applicable laws and assets (e.g., joint ventures) against OIMS expectations. regulations and provide a framework for maintaining high standards,"""
XOM,XOM,2024,"""even where laws or regulations don’t exist. ExxonMobil | 2025 Sustainability Report 12 Key systems and standards include: Controls Integrity Management System (CIMS): The CIMS Global Energy Management System: This system identifies is used to assess and measure financial control risks, identify opportunities to improve energy efficiency and reduce mitigation procedures, monitor compliance with standards, and greenhouse gas emissions intensity in downstream and report results. chemical"""
XOM,XOM,2024,"""operations. Environmental Aspects Guide (EAG): This guide establishes IMPACT: This corporate-wide database captures and a consistent approach to identify, evaluate, and assess analyzes safety and environmental data on incidents, near- environmental and socioeconomic risks. misses, observations, assessment findings, lessons learned, and follow-up activities. Environmental Plans: These plans address environmental objectives as part of the annual business cycle using a National Content Guidelines,"""
XOM,XOM,2024,"""Strategies, and Best corporate-wide framework. Practices: This document outlines the key elements of our national content strategy and plan, models, and tools for the Environmental Data Management System (EDMS): The EDMS successful development of national content, and roles and is used to collect, collate, and consolidate site-level data at the responsibilities at the corporate, country, and project levels. corporate level to help manage environmental performance indicators globally. Product"""
XOM,XOM,2024,"""Stewardship Information Management System (PSIMS): This system applies common global processes Environmental, Socioeconomic, and Health Impact and a global computer system to capture and communicate Assessment (ESHIA): These assessments enable us to identify information on the safe handling, transport, use, and and analyze key environmental, socioeconomic, and health disposal of our products. risks and to develop management strategies throughout an asset’s life cycle. Project Environmental"""
XOM,XOM,2024,"""Standards (PES): These standards identify applicable company environmental and ExxonMobil Capital Projects Management System (EMCAPS): socioeconomic standards for affected new projects. EMCAPS provides a framework for project development and execution and helps account for environmental and Technology Management System: This system includes socioeconomic concerns, as well as regulatory requirements. processes for technology investments that follow a gated management system from early technical"""
XOM,XOM,2024,"""innovation to final deployment. Additional resources Management systems, standards and controls Standards of Business Conduct Stakeholder engagement We work to foster mutual understanding, trust, and cooperation with many different stakeholder groups. Through open dialogue, we’re able to gather feedback, hear concerns, discuss approaches, share our plans, and tailor our approach to best understand and address individual perspectives and needs. Stakeholder groups include: Engagement methods"""
XOM,XOM,2024,"""include: Two-way engagement topics include: • Shareholders • Community meetings • Technical aspects of projects • Governments • Open-door communications • Community benefits and opportunities • Communities • Digital and social media • Potential impacts to the environment and community • Customers • Corporate publications • Local concerns • Employees • Direct mail communications • Public policy development • Suppliers • Participation in local organizations, trade associations, and other groups •"""
XOM,XOM,2024,"""Project development progress • Academia • One-on-one or group discussions • Market-based approaches to • Nongovernmental organizations sustainability matters • Trade associations and industry groups • Policy insights • Safety, environmental, and human rights practices ExxonMobil | 2025 Sustainability Report 13 Engaging with shareholders Ongoing engagement with our shareholders is vitally important We engage with shareholders and their representatives on a as we seek to understand their diverse"""
XOM,XOM,2024,"""perspectives and keep range of issues throughout the year. them informed about our business. 2024 engagement highlights Engaged with: Engaged through: Engagements include: • Institutional investors • Individual and group investor • Non-employee directors • Retail shareholders meetings • Chairman/CEO/management • Pension funds • Corporate plan update committee • Religious organizations • Quarterly earnings calls • Senior management • Non-governmental organizations • Investor conferences • Subject"""
XOM,XOM,2024,"""matter experts • Proxy advisory firms • Spotlight events • Other employees • Environmental, Social, and • Annual shreholder meeting Governance (ESG) rating firms • Shareholder webcasts Sustainability engagements: • Industry thought leaders • Stakeholder outreach • Shareholder proposal proponents >50% increase since 2019 Engaged with shareholder representing: Information shared through: 2.1 billion shares • SEC filings • Advancing Climate Solutions report ~47% of total outstanding shares • Press"""
XOM,XOM,2024,"""releases • Sustainability Report and • Annual Report • Advocacy Report ~76% of institutional shareholdings • Company website • Earnings Calls • Investing in People report In addition, the Nominating and Governance Committee has consider each proposal, and the company seeks a dialogue with procedures for shareholders and others to reach out to Board the proposal sponsor. members. Individuals can email our non-employee directors through our website. All communications are recorded by an At the"""
XOM,XOM,2024,"""2024 annual meeting, shareholders owning more than assistant secretary or designated staff member and forwarded 3.3 billion outstanding shares, or approximately 84%, were to the appropriate director or directors, or otherwise handled represented. In 2024, shareholders voted on 7 issues, including as the Committee directs. 4 shareholder proposals. More information on the voting outcomes can be found in the 2024 proxy voting results. Date Originator/Requestor Our engagements can often address"""
XOM,XOM,2024,"""areas of interest without Due Review the need for formal shareholder proposals. Each year, Corporate governance P-B shareholders or their proxies submit proposals as allowed 2024 Proxy Statement I-B I-SB I-PB Appoved D1 by SEC Rule 14a-8. Company management and the Board 2024 Proxy Results ExxonMobil | 2025 Sustainability Report 14 Engaging with governments Policy decisions made at all levels of government can affect our ExxonMobil’s positions on climate, including its 2030 operations, now and"""
XOM,XOM,2024,"""in the future. We actively participate in greenhouse gas emission-reduction plans,5 are available on discussions around the world to support policies that promote our website and in our Advancing Climate Solutions Report, economic growth, stable investment for long-term business along with our annual proxy statement, press releases, and viability, energy security, and the development and acceleration the Exxchange, our online advocacy hub. Our lobbying and of lower-emission solutions. political"""
XOM,XOM,2024,"""contributions are aligned with these positions. We focus on rational and constructive policy that reflects the Positions and principles “and” equation – growing the supply of affordable and reliable Advocacy Report energy products that improve living standards around the Advancing Climate Solutions Report world and supporting scalable development and deployment of 2024 Proxy Statement lower- and zero-greenhouse gas emission technologies. Press releases Exxchange Such policies can further"""
XOM,XOM,2024,"""encourage investments in lower- emission technologies to advance the energy transition at the lowest cost to society. U.S. lobbying expenses ExxonMobil undertakes lobbying to advocate for our positions 501(c)(4) organizations that we support. This includes more on issues that affect our company, the energy industry, and than 100 organizations and 100% of the lobbying expenses overall competitive free markets. We have a responsibility to incurred, as well as the issues lobbied. It also provides"""
XOM,XOM,2024,"""an our shareholders, employees, customers, and communities to assessment of ExxonMobil and its affiliates’ climate-related represent their interests in public policy discussions that are lobbying activities in relevant trade associations. related to our industry and impact our business. We fully comply with federal and state regulations by reporting We have a rigorous process to determine which public policy federal lobbying to the U.S. Congress and state-level lobbying issues are important to"""
XOM,XOM,2024,"""the company. This process includes to appropriate entities, as required. We also publicly report, on soliciting input from internal business lines, Low Carbon a quarterly basis, our federal lobbying expenses and the specific Solutions, Upstream, and Product Solutions, as well as issues lobbied. The total figure reported in our public Lobbying corporate departments including strategic planning, human Disclosure Act filings includes expenses associated with the resources, law, tax, and public and"""
XOM,XOM,2024,"""government affairs. We also costs of employee federal lobbying, as well as those portions engage with a wide range of third parties – both individuals and of payments to trade associations, coalitions, and think tanks organizations – to ensure external perspectives are considered. spent on federal lobbying. Our Advocacy Report provides additional detail of our direct This process, along with the oversight of our lobbying and and indirect climate-related lobbying activities at the federal,"""
XOM,XOM,2024,"""political engagement, can be found on our website. state and local level, as well as our grassroots lobbying communications. In addition, the report provides all lobbying Advocacy Report expenses that have been reported to us by all 501(c)(6) and Political contributions The Board of Directors has authorized ExxonMobil to make including Super Political Action Committees. ExxonMobil political contributions to candidate committees and other has chosen not to use treasury funds or PAC funds for"""
XOM,XOM,2024,"""direct political organizations as permitted by applicable laws. The independent political expenditures at the federal level, Board annually reviews our political contributions, as well as including electioneering communications.6 contributions from the company-sponsored Political Action Eligible employees and shareholders may participate in the Committee (PAC). Internal audits of the corporation’s public U.S. political process by contributing to a voluntary, company- and government affairs"""
XOM,XOM,2024,"""activities routinely verify contribution sponsored, federal PAC. ExxonMobil reports PAC contributions amounts. to the U.S. Federal Election Commission every month. As a U.S. federal contractor, ExxonMobil has not used corporate treasury funds to support any federal candidates, Political contributions national political parties, or other political committees, ExxonMobil | 2025 Sustainability Report 15 Transparency in payments to governments We believe that disclosing relevant payments to"""
XOM,XOM,2024,"""governments is an important tool to reduce corruption, improve government accountability, and promote greater economic stability worldwide. We consider the most successful transparency initiatives to be those that: • Apply to all foreign, domestic, and state-owned companies. • Protect proprietary information to promote commercial competitiveness. • Comply with international trade conventions and treaties. • Do not violate host government laws or contractual obligations. Our approach to tax"""
